inviter_id,cate_level1_id,cate1_interaction_freq
13d09fe8ae0d715c119f22d5779f50ba,50008164,3
13d09fe8ae0d715c119f22d5779f50ba,50010788,1
13d09fe8ae0d715c119f22d5779f50ba,50012100,1
13d09fe8ae0d715c119f22d5779f50ba,50020485,1
13d09fe8ae0d715c119f22d5779f50ba,50025004,3
13d09fe8ae0d715c119f22d5779f50ba,50025705,2
13d2b42626200daaa85c79838fe11c2c,122650005,1
13d2b42626200daaa85c79838fe11c2c,124468001,1
13d2b42626200daaa85c79838fe11c2c,126700003,1
13d2b42626200daaa85c79838fe11c2c,16,1
13d2b42626200daaa85c79838fe11c2c,1625,4
13d2b42626200daaa85c79838fe11c2c,26,1
13d2b42626200daaa85c79838fe11c2c,33,1
13d2b42626200daaa85c79838fe11c2c,50006843,1
13d2b42626200daaa85c79838fe11c2c,50008163,1
13d2b42626200daaa85c79838fe11c2c,50008164,2
13d2b42626200daaa85c79838fe11c2c,50010728,1
13d2b42626200daaa85c79838fe11c2c,50012082,1
13d2b42626200daaa85c79838fe11c2c,50013886,1
13d2b42626200daaa85c79838fe11c2c,50016349,1
13d2b42626200daaa85c79838fe11c2c,50016422,1
13d2b42626200daaa85c79838fe11c2c,50018004,1
13d2b42626200daaa85c79838fe11c2c,50018264,1
13d2b42626200daaa85c79838fe11c2c,50020275,2
13d2b42626200daaa85c79838fe11c2c,50020332,1
13d2b42626200daaa85c79838fe11c2c,50020485,1
13d2b42626200daaa85c79838fe11c2c,50020611,4
13d2b42626200daaa85c79838fe11c2c,50020808,1
13d2b42626200daaa85c79838fe11c2c,50023721,2
13d2b42626200daaa85c79838fe11c2c,50025004,2
13d2b42626200daaa85c79838fe11c2c,50025111,3
13d2b42626200daaa85c79838fe11c2c,50026316,1
13d2b42626200daaa85c79838fe11c2c,98,1
13d2ed87ac5ae4b0041d323282ffe251,50008164,1
13d5012a4206fb5da2d24284d18d4f8b,50020579,2
13d7ad92a65af0b53e7dbad0fc874f9c,122952001,1
13d7ad92a65af0b53e7dbad0fc874f9c,16,3
13d7ad92a65af0b53e7dbad0fc874f9c,50008164,2
13d7ad92a65af0b53e7dbad0fc874f9c,50011972,1
13d7ad92a65af0b53e7dbad0fc874f9c,50016348,1
13deee3e4c27ab09fe2bd85ee3e2b695,16,1
13df625a26fd84e354bb2329e6852755,16,1
13df625a26fd84e354bb2329e6852755,30,1
13df625a26fd84e354bb2329e6852755,50006842,1
13df625a26fd84e354bb2329e6852755,50006843,1
13df625a26fd84e354bb2329e6852755,50008090,2
13e48aef648a5473be01b4eb4a3fa111,126700003,1
13e48aef648a5473be01b4eb4a3fa111,30,1
13e48aef648a5473be01b4eb4a3fa111,50007216,1
13e48aef648a5473be01b4eb4a3fa111,50008090,1
13e48aef648a5473be01b4eb4a3fa111,50008164,1
13e48aef648a5473be01b4eb4a3fa111,50012100,2
13e48aef648a5473be01b4eb4a3fa111,50022703,1
13e48aef648a5473be01b4eb4a3fa111,50074001,1
13ebb81cd9873730481c424673765ce1,16,1
13ebb81cd9873730481c424673765ce1,50002766,1
13ebb81cd9873730481c424673765ce1,50010788,1
13ebb81cd9873730481c424673765ce1,50012029,1
13ebb81cd9873730481c424673765ce1,50025705,1
13f142a5d7426b9a194a67b67431d1f9,50010788,1
13f1cd21a130243fee46e7a026b965f8,50008164,1
13f72a903cdd158a6127cd9fce270eb7,16,4
13f72a903cdd158a6127cd9fce270eb7,1625,1
13f72a903cdd158a6127cd9fce270eb7,30,2
13f72a903cdd158a6127cd9fce270eb7,50011740,1
13f742992c8d05f42d51c52862f17960,16,5
13f742992c8d05f42d51c52862f17960,1625,2
13f742992c8d05f42d51c52862f17960,1801,6
13f742992c8d05f42d51c52862f17960,21,3
13f742992c8d05f42d51c52862f17960,33,2
13f742992c8d05f42d51c52862f17960,50002766,4
13f742992c8d05f42d51c52862f17960,50006843,1
13f742992c8d05f42d51c52862f17960,50008141,1
13f742992c8d05f42d51c52862f17960,50016422,4
13f742992c8d05f42d51c52862f17960,50025705,1
13f742992c8d05f42d51c52862f17960,50026316,8
13f742992c8d05f42d51c52862f17960,50050359,1
13fa256abbd55517322a425034f48036,122852001,1
13fa256abbd55517322a425034f48036,122928002,2
13fa256abbd55517322a425034f48036,16,14
13fa256abbd55517322a425034f48036,1625,4
13fa256abbd55517322a425034f48036,21,1
13fa256abbd55517322a425034f48036,30,2
13fa256abbd55517322a425034f48036,50002768,1
13fa256abbd55517322a425034f48036,50008090,1
13fa256abbd55517322a425034f48036,50008163,1
13fa256abbd55517322a425034f48036,50010404,1
13fa256abbd55517322a425034f48036,50010788,8
13fa256abbd55517322a425034f48036,50023722,4
13fb9bb2784ee06dac89dc51097e4d87,16,3
13fb9bb2784ee06dac89dc51097e4d87,1801,6
13fb9bb2784ee06dac89dc51097e4d87,50002768,1
13fb9bb2784ee06dac89dc51097e4d87,50006843,1
13fb9bb2784ee06dac89dc51097e4d87,50010404,1
13fb9bb2784ee06dac89dc51097e4d87,50011397,1
13fb9bb2784ee06dac89dc51097e4d87,50023282,1
13fb9bb2784ee06dac89dc51097e4d87,50023717,2
13fb9bb2784ee06dac89dc51097e4d87,50023721,2
13fd7811594820b67e37c6ce05004922,1801,17
13fd7811594820b67e37c6ce05004922,29,5
13fd7811594820b67e37c6ce05004922,50002766,2
13fd7811594820b67e37c6ce05004922,50006843,1
13fd7811594820b67e37c6ce05004922,50011740,3
13fd7811594820b67e37c6ce05004922,50012082,3
13fd7811594820b67e37c6ce05004922,50016349,1
13fd7811594820b67e37c6ce05004922,50020275,1
13fd7811594820b67e37c6ce05004922,50023724,1
13fd7811594820b67e37c6ce05004922,50025705,2
13fd7811594820b67e37c6ce05004922,50026316,11
13fd7811594820b67e37c6ce05004922,50026800,13
13fec32d9ecbe62fa6e296c2ca511766,122852001,1
13fec32d9ecbe62fa6e296c2ca511766,122928002,1
13fec32d9ecbe62fa6e296c2ca511766,16,5
13fec32d9ecbe62fa6e296c2ca511766,1625,2
13fec32d9ecbe62fa6e296c2ca511766,25,1
13fec32d9ecbe62fa6e296c2ca511766,30,7
13fec32d9ecbe62fa6e296c2ca511766,50002768,1
13fec32d9ecbe62fa6e296c2ca511766,50006843,3
13fec32d9ecbe62fa6e296c2ca511766,50012100,2
13fec32d9ecbe62fa6e296c2ca511766,50013864,1
1403b7f1ad259b449529679678ca9907,122952001,1
1403b7f1ad259b449529679678ca9907,124470001,1
1403b7f1ad259b449529679678ca9907,126700003,2
1403b7f1ad259b449529679678ca9907,16,1
1403b7f1ad259b449529679678ca9907,201156706,1
1403b7f1ad259b449529679678ca9907,201162107,1
1403b7f1ad259b449529679678ca9907,26,1
1403b7f1ad259b449529679678ca9907,29,1
1403b7f1ad259b449529679678ca9907,30,1
1403b7f1ad259b449529679678ca9907,50006843,4
1403b7f1ad259b449529679678ca9907,50008163,2
1403b7f1ad259b449529679678ca9907,50008164,1
1403b7f1ad259b449529679678ca9907,50010404,1
1403b7f1ad259b449529679678ca9907,50010788,1
1403b7f1ad259b449529679678ca9907,50013886,1
1403b7f1ad259b449529679678ca9907,50020275,1
1403b7f1ad259b449529679678ca9907,50020485,3
1403b7f1ad259b449529679678ca9907,50020579,1
1403b7f1ad259b449529679678ca9907,50020611,5
1403b7f1ad259b449529679678ca9907,50022703,1
1403b7f1ad259b449529679678ca9907,50023721,1
1403b7f1ad259b449529679678ca9907,50025004,3
1403b7f1ad259b449529679678ca9907,50026316,2
1403b7f1ad259b449529679678ca9907,50026800,1
1403b7f1ad259b449529679678ca9907,98,1
1409c3abf9060fdb6db9a26de9edc654,122928002,2
1409c3abf9060fdb6db9a26de9edc654,16,11
1409c3abf9060fdb6db9a26de9edc654,1625,9
1409c3abf9060fdb6db9a26de9edc654,30,4
1409c3abf9060fdb6db9a26de9edc654,33,1
1409c3abf9060fdb6db9a26de9edc654,50006843,5
1409c3abf9060fdb6db9a26de9edc654,50008090,1
1409c3abf9060fdb6db9a26de9edc654,50010404,4
1409c3abf9060fdb6db9a26de9edc654,50013864,10
1409c3abf9060fdb6db9a26de9edc654,50016422,1
1409c3abf9060fdb6db9a26de9edc654,50018004,3
1409c3abf9060fdb6db9a26de9edc654,50025705,1
141089427274849ddea4c6ec17c3bfa5,122950001,1
141089427274849ddea4c6ec17c3bfa5,16,7
141089427274849ddea4c6ec17c3bfa5,1625,1
141089427274849ddea4c6ec17c3bfa5,33,1
141089427274849ddea4c6ec17c3bfa5,50006842,1
141089427274849ddea4c6ec17c3bfa5,50006843,1
141089427274849ddea4c6ec17c3bfa5,50008164,2
141089427274849ddea4c6ec17c3bfa5,50012029,2
141089427274849ddea4c6ec17c3bfa5,50013886,3
141089427274849ddea4c6ec17c3bfa5,50020275,1
141089427274849ddea4c6ec17c3bfa5,50510002,1
141237aeabfffa605324471546988e23,122650005,1
141237aeabfffa605324471546988e23,122950001,1
141237aeabfffa605324471546988e23,201156706,1
141237aeabfffa605324471546988e23,29,1
141237aeabfffa605324471546988e23,50008164,1
141237aeabfffa605324471546988e23,50013864,1
141237aeabfffa605324471546988e23,50023721,1
14124bb9150b401e4d4e0d3449e81388,1801,2
14124bb9150b401e4d4e0d3449e81388,30,10
14124bb9150b401e4d4e0d3449e81388,50023724,1
14124bb9150b401e4d4e0d3449e81388,50025705,2
1413dccd0a70bfb36e4692a099d71c63,1801,3
1413dccd0a70bfb36e4692a099d71c63,30,1
1413dccd0a70bfb36e4692a099d71c63,50006842,1
1413dccd0a70bfb36e4692a099d71c63,50008163,1
1413dccd0a70bfb36e4692a099d71c63,50011740,1
14151a22fa36e342b44fa2f1a96ce93f,122928002,2
14151a22fa36e342b44fa2f1a96ce93f,126762001,1
14151a22fa36e342b44fa2f1a96ce93f,21,1
14151a22fa36e342b44fa2f1a96ce93f,26,1
14151a22fa36e342b44fa2f1a96ce93f,27,1
14151a22fa36e342b44fa2f1a96ce93f,30,1
14151a22fa36e342b44fa2f1a96ce93f,50002766,2
14151a22fa36e342b44fa2f1a96ce93f,50002768,1
14151a22fa36e342b44fa2f1a96ce93f,50006842,2
14151a22fa36e342b44fa2f1a96ce93f,50007218,3
14151a22fa36e342b44fa2f1a96ce93f,50008164,3
14151a22fa36e342b44fa2f1a96ce93f,50011397,1
14151a22fa36e342b44fa2f1a96ce93f,50013864,1
14151a22fa36e342b44fa2f1a96ce93f,50016348,1
14182ab00cb7307f64dccae780f0a5ec,16,8
14182ab00cb7307f64dccae780f0a5ec,1625,1
14182ab00cb7307f64dccae780f0a5ec,30,5
141db0887fcce9e46bc2819ee68d96c8,1625,4
141db0887fcce9e46bc2819ee68d96c8,1801,8
141db0887fcce9e46bc2819ee68d96c8,30,3
141db0887fcce9e46bc2819ee68d96c8,50010788,1
141db0887fcce9e46bc2819ee68d96c8,50023282,1
142e7236ab2abc88b884bb177a2d3ddc,29,1
142e7236ab2abc88b884bb177a2d3ddc,50011699,1
142e7236ab2abc88b884bb177a2d3ddc,50013886,1
1430468f92cd34c25c1381b9f6dfefab,16,9
1430468f92cd34c25c1381b9f6dfefab,29,8
14366a9bcea034ab371d08937201c67a,122952001,1
14366a9bcea034ab371d08937201c67a,16,3
14366a9bcea034ab371d08937201c67a,1801,3
14366a9bcea034ab371d08937201c67a,28,2
14366a9bcea034ab371d08937201c67a,50010788,3
14366a9bcea034ab371d08937201c67a,50012082,1
14366a9bcea034ab371d08937201c67a,50016422,1
143d125509f7461c03c8219ad4eea4d9,122952001,1
1441142c5734e8bc72fd0fa1cb8a821e,16,25
1441142c5734e8bc72fd0fa1cb8a821e,1801,6
1441142c5734e8bc72fd0fa1cb8a821e,30,1
1441142c5734e8bc72fd0fa1cb8a821e,50006842,5
1441142c5734e8bc72fd0fa1cb8a821e,50006843,4
1441142c5734e8bc72fd0fa1cb8a821e,50008090,3
1441142c5734e8bc72fd0fa1cb8a821e,50010788,2
1441142c5734e8bc72fd0fa1cb8a821e,50012029,2
1441142c5734e8bc72fd0fa1cb8a821e,50023721,2
1441142c5734e8bc72fd0fa1cb8a821e,50510002,1
1448d8a10812c3f3908e1409dc900171,16,2
1448d8a10812c3f3908e1409dc900171,1625,1
1448d8a10812c3f3908e1409dc900171,50006842,1
1448d8a10812c3f3908e1409dc900171,50008090,1
1448d8a10812c3f3908e1409dc900171,50008163,2
1448d8a10812c3f3908e1409dc900171,50010404,4
1448d8a10812c3f3908e1409dc900171,50010788,1
1448d8a10812c3f3908e1409dc900171,50023724,1
144d79e4a3bca3405f62f6074778a462,16,2
144d79e4a3bca3405f62f6074778a462,1625,2
144d79e4a3bca3405f62f6074778a462,50006842,1
144d79e4a3bca3405f62f6074778a462,50012029,2
144d79e4a3bca3405f62f6074778a462,50023282,1
144f1bb8a2cbae85e39a16cf4add5d5b,16,1
144f1bb8a2cbae85e39a16cf4add5d5b,25,1
144f1bb8a2cbae85e39a16cf4add5d5b,50010728,3
144f1bb8a2cbae85e39a16cf4add5d5b,50014812,1
144f1cb1634b447e206d4960724cfbae,26,3
144f1cb1634b447e206d4960724cfbae,50020485,4
14516934ee86c3e028d0047c26f8d0c4,122650005,2
14516934ee86c3e028d0047c26f8d0c4,122952001,1
14516934ee86c3e028d0047c26f8d0c4,127458007,1
14516934ee86c3e028d0047c26f8d0c4,16,3
14516934ee86c3e028d0047c26f8d0c4,1625,2
14516934ee86c3e028d0047c26f8d0c4,1801,1
14516934ee86c3e028d0047c26f8d0c4,201156706,1
14516934ee86c3e028d0047c26f8d0c4,201162107,1
14516934ee86c3e028d0047c26f8d0c4,27,3
14516934ee86c3e028d0047c26f8d0c4,29,2
14516934ee86c3e028d0047c26f8d0c4,30,1
14516934ee86c3e028d0047c26f8d0c4,50002766,1
14516934ee86c3e028d0047c26f8d0c4,50006843,2
14516934ee86c3e028d0047c26f8d0c4,50007218,1
14516934ee86c3e028d0047c26f8d0c4,50008164,2
14516934ee86c3e028d0047c26f8d0c4,50010728,3
14516934ee86c3e028d0047c26f8d0c4,50011665,1
14516934ee86c3e028d0047c26f8d0c4,50011740,1
14516934ee86c3e028d0047c26f8d0c4,50012100,1
14516934ee86c3e028d0047c26f8d0c4,50013886,1
14516934ee86c3e028d0047c26f8d0c4,50020332,1
14516934ee86c3e028d0047c26f8d0c4,50020485,2
14516934ee86c3e028d0047c26f8d0c4,50020611,2
14516934ee86c3e028d0047c26f8d0c4,50023721,1
14516934ee86c3e028d0047c26f8d0c4,50025004,1
14516934ee86c3e028d0047c26f8d0c4,50025705,1
145217630adea6e4f0188edc36fb95b7,50008164,1
145217630adea6e4f0188edc36fb95b7,50013886,1
145217630adea6e4f0188edc36fb95b7,50026316,56
145610078bb82b78ec1686da1ba8ed3d,124044001,1
145610078bb82b78ec1686da1ba8ed3d,124458005,1
145610078bb82b78ec1686da1ba8ed3d,126700003,3
145610078bb82b78ec1686da1ba8ed3d,16,2
145610078bb82b78ec1686da1ba8ed3d,1625,1
145610078bb82b78ec1686da1ba8ed3d,20,1
145610078bb82b78ec1686da1ba8ed3d,201156706,4
145610078bb82b78ec1686da1ba8ed3d,26,3
145610078bb82b78ec1686da1ba8ed3d,27,1
145610078bb82b78ec1686da1ba8ed3d,29,3
145610078bb82b78ec1686da1ba8ed3d,30,1
145610078bb82b78ec1686da1ba8ed3d,50002766,1
145610078bb82b78ec1686da1ba8ed3d,50008164,2
145610078bb82b78ec1686da1ba8ed3d,50008165,1
145610078bb82b78ec1686da1ba8ed3d,50010788,1
145610078bb82b78ec1686da1ba8ed3d,50018004,2
145610078bb82b78ec1686da1ba8ed3d,50020332,2
145610078bb82b78ec1686da1ba8ed3d,50020485,4
145610078bb82b78ec1686da1ba8ed3d,50020579,1
145610078bb82b78ec1686da1ba8ed3d,50020611,1
145610078bb82b78ec1686da1ba8ed3d,50020808,1
145610078bb82b78ec1686da1ba8ed3d,50023721,1
145610078bb82b78ec1686da1ba8ed3d,50025004,3
145610078bb82b78ec1686da1ba8ed3d,50050359,1
145610078bb82b78ec1686da1ba8ed3d,98,1
1456289e148dc23c2942c0a0dfdea59e,124354002,4
1456289e148dc23c2942c0a0dfdea59e,16,3
1456289e148dc23c2942c0a0dfdea59e,21,1
1456289e148dc23c2942c0a0dfdea59e,50002766,7
1456289e148dc23c2942c0a0dfdea59e,50002768,3
1456289e148dc23c2942c0a0dfdea59e,50006843,2
1456289e148dc23c2942c0a0dfdea59e,50008090,1
1456289e148dc23c2942c0a0dfdea59e,50008163,1
1456289e148dc23c2942c0a0dfdea59e,50011740,1
1456289e148dc23c2942c0a0dfdea59e,50013864,1
1456289e148dc23c2942c0a0dfdea59e,50022703,1
1456289e148dc23c2942c0a0dfdea59e,50050359,1
1458ff07f4d7e048436090baee8bd0cf,30,1
1458ff07f4d7e048436090baee8bd0cf,50008164,1
1458ff07f4d7e048436090baee8bd0cf,50008165,1
1458ff07f4d7e048436090baee8bd0cf,50012082,1
145987f5b8f72ff3ae4c0c43f2aa8919,1801,2
145987f5b8f72ff3ae4c0c43f2aa8919,30,18
145987f5b8f72ff3ae4c0c43f2aa8919,50008090,2
145987f5b8f72ff3ae4c0c43f2aa8919,50022703,1
145e0a255b1c8dbea85d8b445cfffbb5,16,1
145e0a255b1c8dbea85d8b445cfffbb5,30,2
145e0a255b1c8dbea85d8b445cfffbb5,33,2
1461c2fb725d0d06d161999a4e8b160b,122928002,1
1461c2fb725d0d06d161999a4e8b160b,122952001,1
1461c2fb725d0d06d161999a4e8b160b,124242008,1
1461c2fb725d0d06d161999a4e8b160b,16,45
1461c2fb725d0d06d161999a4e8b160b,27,1
1461c2fb725d0d06d161999a4e8b160b,50006843,2
1461c2fb725d0d06d161999a4e8b160b,50010404,1
1461c2fb725d0d06d161999a4e8b160b,50010788,1
1461c2fb725d0d06d161999a4e8b160b,50016348,2
1461c2fb725d0d06d161999a4e8b160b,50016349,3
1461c2fb725d0d06d161999a4e8b160b,50020808,1
1464054da5f3e479078653aacd3bb08b,122950001,1
1464054da5f3e479078653aacd3bb08b,124458005,2
1464054da5f3e479078653aacd3bb08b,126700003,1
1464054da5f3e479078653aacd3bb08b,16,3
1464054da5f3e479078653aacd3bb08b,1625,1
1464054da5f3e479078653aacd3bb08b,29,1
1464054da5f3e479078653aacd3bb08b,50008163,2
1464054da5f3e479078653aacd3bb08b,50008164,1
1464054da5f3e479078653aacd3bb08b,50008165,1
1464054da5f3e479078653aacd3bb08b,50016348,1
1464054da5f3e479078653aacd3bb08b,50020579,1
1464054da5f3e479078653aacd3bb08b,50025705,4
1464054da5f3e479078653aacd3bb08b,50026316,2
1468784be4c206c084e65dfe7f1639e7,122650005,1
1468784be4c206c084e65dfe7f1639e7,122852001,2
1468784be4c206c084e65dfe7f1639e7,122950001,3
1468784be4c206c084e65dfe7f1639e7,124458005,2
1468784be4c206c084e65dfe7f1639e7,16,7
1468784be4c206c084e65dfe7f1639e7,1801,3
1468784be4c206c084e65dfe7f1639e7,25,5
1468784be4c206c084e65dfe7f1639e7,28,1
1468784be4c206c084e65dfe7f1639e7,33,1
1468784be4c206c084e65dfe7f1639e7,50002766,34
1468784be4c206c084e65dfe7f1639e7,50006842,4
1468784be4c206c084e65dfe7f1639e7,50008090,1
1468784be4c206c084e65dfe7f1639e7,50008164,2
1468784be4c206c084e65dfe7f1639e7,50008165,7
1468784be4c206c084e65dfe7f1639e7,50011740,1
1468784be4c206c084e65dfe7f1639e7,50016422,3
1468784be4c206c084e65dfe7f1639e7,50020485,1
1468784be4c206c084e65dfe7f1639e7,50024099,8
1468784be4c206c084e65dfe7f1639e7,50025705,1
146897aa8ee2bd512abd1894286f97ca,122852001,9
146897aa8ee2bd512abd1894286f97ca,122928002,3
146897aa8ee2bd512abd1894286f97ca,126762001,2
146897aa8ee2bd512abd1894286f97ca,1625,8
146897aa8ee2bd512abd1894286f97ca,1801,1
146897aa8ee2bd512abd1894286f97ca,25,2
146897aa8ee2bd512abd1894286f97ca,27,1
146897aa8ee2bd512abd1894286f97ca,29,7
146897aa8ee2bd512abd1894286f97ca,50002768,1
146897aa8ee2bd512abd1894286f97ca,50006842,4
146897aa8ee2bd512abd1894286f97ca,50007216,2
146897aa8ee2bd512abd1894286f97ca,50008163,1
146897aa8ee2bd512abd1894286f97ca,50008164,1
146897aa8ee2bd512abd1894286f97ca,50008165,1
146897aa8ee2bd512abd1894286f97ca,50010728,1
146897aa8ee2bd512abd1894286f97ca,50010788,4
146897aa8ee2bd512abd1894286f97ca,50012082,1
146897aa8ee2bd512abd1894286f97ca,50012100,1
146897aa8ee2bd512abd1894286f97ca,50013864,41
146897aa8ee2bd512abd1894286f97ca,50020332,1
146897aa8ee2bd512abd1894286f97ca,50020808,7
146897aa8ee2bd512abd1894286f97ca,50023721,1
146897aa8ee2bd512abd1894286f97ca,50025705,1
1468dd67bc1cd8e4a56b461b986fc36d,25,1
1468dd67bc1cd8e4a56b461b986fc36d,50002766,2
1468dd67bc1cd8e4a56b461b986fc36d,50008165,4
1468dd67bc1cd8e4a56b461b986fc36d,50010728,1
1468dd67bc1cd8e4a56b461b986fc36d,50016348,2
1468dd67bc1cd8e4a56b461b986fc36d,50018004,4
1468e7a35129426eb23d80f2dbf56f40,126700003,1
1468e7a35129426eb23d80f2dbf56f40,16,12
1468e7a35129426eb23d80f2dbf56f40,30,3
1468e7a35129426eb23d80f2dbf56f40,50006843,6
1468e7a35129426eb23d80f2dbf56f40,50008163,3
1468e7a35129426eb23d80f2dbf56f40,50008164,1
1468e7a35129426eb23d80f2dbf56f40,50010788,1
1468e7a35129426eb23d80f2dbf56f40,50011972,5
1468e7a35129426eb23d80f2dbf56f40,50023282,1
14694e94208f373af7541b7a7e291a65,124242008,1
14694e94208f373af7541b7a7e291a65,30,3
14694e94208f373af7541b7a7e291a65,50002766,1
14694e94208f373af7541b7a7e291a65,50026800,1
1472017d2d6b98a692bdd9aff1e0bcb4,122650005,1
1472017d2d6b98a692bdd9aff1e0bcb4,16,2
1472017d2d6b98a692bdd9aff1e0bcb4,1625,2
1472017d2d6b98a692bdd9aff1e0bcb4,25,1
1472017d2d6b98a692bdd9aff1e0bcb4,50012100,1
1472017d2d6b98a692bdd9aff1e0bcb4,50022703,1
1478aec0746c97be86ee538bdc98a2fa,1801,1
1478aec0746c97be86ee538bdc98a2fa,50010788,1
1479c1ff7bfb2f124dd61ad04161aec5,124484008,1
1479c1ff7bfb2f124dd61ad04161aec5,30,2
147c4b378965518e04853b7353e1ebac,122928002,1
147c4b378965518e04853b7353e1ebac,122952001,1
147c4b378965518e04853b7353e1ebac,124050001,4
147c4b378965518e04853b7353e1ebac,124354002,1
147c4b378965518e04853b7353e1ebac,126700003,1
147c4b378965518e04853b7353e1ebac,201156706,1
147c4b378965518e04853b7353e1ebac,25,1
147c4b378965518e04853b7353e1ebac,26,2
147c4b378965518e04853b7353e1ebac,27,2
147c4b378965518e04853b7353e1ebac,30,1
147c4b378965518e04853b7353e1ebac,50008907,1
147c4b378965518e04853b7353e1ebac,50012100,2
147c4b378965518e04853b7353e1ebac,50018004,1
147c4b378965518e04853b7353e1ebac,50020332,2
147c4b378965518e04853b7353e1ebac,50020485,2
147c4b378965518e04853b7353e1ebac,50020611,3
147c4b378965518e04853b7353e1ebac,50023722,1
147c4b378965518e04853b7353e1ebac,50025004,2
147c4b378965518e04853b7353e1ebac,50026316,1
147c4b378965518e04853b7353e1ebac,98,1
14836964bbeae46ad9325ecdf9d1d1a6,124458005,10
14836964bbeae46ad9325ecdf9d1d1a6,50002766,2
14836964bbeae46ad9325ecdf9d1d1a6,50016422,2
14836964bbeae46ad9325ecdf9d1d1a6,50026316,21
14836964bbeae46ad9325ecdf9d1d1a6,50468001,1
148b3bd826117dba210bcc483b82ea2f,122852001,1
148b3bd826117dba210bcc483b82ea2f,1625,1
148b3bd826117dba210bcc483b82ea2f,1801,1
148b3bd826117dba210bcc483b82ea2f,25,5
148b3bd826117dba210bcc483b82ea2f,26,3
148b3bd826117dba210bcc483b82ea2f,28,1
148b3bd826117dba210bcc483b82ea2f,50002768,4
148b3bd826117dba210bcc483b82ea2f,50008090,1
148b3bd826117dba210bcc483b82ea2f,50008164,2
148b3bd826117dba210bcc483b82ea2f,50014812,3
148b3bd826117dba210bcc483b82ea2f,50016348,1
148b3bd826117dba210bcc483b82ea2f,50020332,4
148b3bd826117dba210bcc483b82ea2f,50020579,1
148b3bd826117dba210bcc483b82ea2f,50020611,1
148b3bd826117dba210bcc483b82ea2f,50023282,2
148b3bd826117dba210bcc483b82ea2f,50023721,3
1490b06d776d9915bd08eb39057ca738,16,3
1490b06d776d9915bd08eb39057ca738,1625,7
1490b06d776d9915bd08eb39057ca738,1801,2
1490b06d776d9915bd08eb39057ca738,50006843,6
1490b06d776d9915bd08eb39057ca738,50013864,2
1490b06d776d9915bd08eb39057ca738,50025705,1
149289f64c6008c8063a1f8236aa62e5,122684003,2
149289f64c6008c8063a1f8236aa62e5,122950001,1
149289f64c6008c8063a1f8236aa62e5,14,2
149289f64c6008c8063a1f8236aa62e5,1801,4
149289f64c6008c8063a1f8236aa62e5,21,1
149289f64c6008c8063a1f8236aa62e5,50002768,1
149289f64c6008c8063a1f8236aa62e5,50006843,4
149289f64c6008c8063a1f8236aa62e5,50010788,1
149289f64c6008c8063a1f8236aa62e5,50011972,2
149289f64c6008c8063a1f8236aa62e5,50012029,5
149289f64c6008c8063a1f8236aa62e5,50016422,1
149289f64c6008c8063a1f8236aa62e5,50023282,1
149289f64c6008c8063a1f8236aa62e5,50023721,1
149289f64c6008c8063a1f8236aa62e5,50025004,1
149289f64c6008c8063a1f8236aa62e5,50026316,1
1494dd5827d8a98195eb51a580e6988b,16,2
1494dd5827d8a98195eb51a580e6988b,1801,1
14996adf02694cfeff4e5734f066174d,124050001,1
14996adf02694cfeff4e5734f066174d,124242008,1
14996adf02694cfeff4e5734f066174d,26,1
14996adf02694cfeff4e5734f066174d,27,2
14996adf02694cfeff4e5734f066174d,29,1
14996adf02694cfeff4e5734f066174d,50020485,1
14996adf02694cfeff4e5734f066174d,50023721,1
14996adf02694cfeff4e5734f066174d,50024099,1
149a1ab559603483fea1323d7e1f0839,122928002,2
149a1ab559603483fea1323d7e1f0839,16,2
149a1ab559603483fea1323d7e1f0839,1801,2
149a1ab559603483fea1323d7e1f0839,50002766,1
149a1ab559603483fea1323d7e1f0839,50010404,1
149a1ab559603483fea1323d7e1f0839,50010788,5
149a1ab559603483fea1323d7e1f0839,50020611,1
149a1ab559603483fea1323d7e1f0839,50026316,2
149c3a3cdccc4dd50cd0612fce90487e,50011972,1
149cf3e1381ce29c5b76b25fcf68be81,122852001,1
149cf3e1381ce29c5b76b25fcf68be81,122952001,1
149cf3e1381ce29c5b76b25fcf68be81,1801,3
149cf3e1381ce29c5b76b25fcf68be81,21,2
149cf3e1381ce29c5b76b25fcf68be81,30,2
149cf3e1381ce29c5b76b25fcf68be81,33,1
149cf3e1381ce29c5b76b25fcf68be81,50008090,1
149cf3e1381ce29c5b76b25fcf68be81,50008163,1
149cf3e1381ce29c5b76b25fcf68be81,50010788,1
149e31a262b1d69d9b6219a91be8e5cb,16,3
149e31a262b1d69d9b6219a91be8e5cb,50002768,1
149e31a262b1d69d9b6219a91be8e5cb,50010788,6
14a17f41aca0cd3e6be5cbc7afd0d45d,122852001,1
14a17f41aca0cd3e6be5cbc7afd0d45d,50020485,73
14a5c0308ecadcf937a8749bec811f81,16,2
14a5c0308ecadcf937a8749bec811f81,1801,4
14a5c0308ecadcf937a8749bec811f81,50010788,1
14a5c0308ecadcf937a8749bec811f81,50013864,1
14a5c0308ecadcf937a8749bec811f81,50025705,2
14b316f8c4265bcb9485218c50c87619,16,2
14b316f8c4265bcb9485218c50c87619,50006843,1
14bc5f03704d48fb8e46d02a91a0d6fe,50025705,1
14c06ff60f49c11f0666ad0556c11b8a,16,1
